rainfall_1h,rainfall_3h,rainfall_24h,humidity,elevation,slope,soil_moisture,river_distance,flood
15.3,39.6,82.7,56.6,2359.0,3.6,0.39,514.0,0
10.9,22.2,73.9,62.6,1454.0,28.0,0.63,359.0,0
14.2,29.4,47.1,79.6,1992.0,22.8,0.17,498.0,0
1.9,4.2,7.3,59.8,2265.0,6.5,0.33,103.0,0
2.3,6.1,9.2,92.6,2134.0,14.0,0.18,1163.0,0
16.5,34.6,65.1,46.5,1570.0,40.3,0.38,1442.0,0
16.1,31.7,53.0,42.3,1347.0,25.6,0.89,358.0,0
62.7,197.9,789.7,52.5,1315.0,19.8,0.41,197.0,0
27.8,51.0,113.2,57.2,2028.0,5.1,0.61,91.0,0
36.2,105.8,198.2,46.8,1636.0,32.7,0.49,691.0,0
204.2,592.7,1246.2,43.9,2593.0,32.2,0.51,225.0,1
75.5,167.3,642.4,85.3,2662.0,28.4,0.97,1442.0,1
24.1,48.0,134.5,49.9,761.0,23.9,0.37,667.0,0
17.7,35.4,85.3,94.8,668.0,20.7,0.66,623.0,0
15.5,43.1,158.6,62.1,2002.0,27.5,0.48,492.0,0
31.9,86.2,214.5,80.2,1113.0,12.0,0.16,28.0,1
17.8,51.5,120.3,53.5,350.0,42.5,0.54,1612.0,0
8.9,27.6,55.8,54.4,2699.0,27.3,0.83,593.0,0
16.0,44.3,108.3,74.5,913.0,15.4,0.19,3076.0,1
32.6,65.8,150.8,73.6,2809.0,21.3,0.16,462.0,0
40.8,87.3,278.7,86.1,2237.0,36.6,0.24,743.0,0
80.6,240.1,534.0,85.5,2359.0,8.9,0.79,35.0,1
26.9,56.4,166.0,80.2,844.0,14.6,0.75,599.0,0
59.4,113.0,188.1,66.9,932.0,31.2,0.61,868.0,0
21.4,59.6,118.0,93.4,1707.0,15.6,0.52,904.0,0
23.8,56.2,141.5,77.4,765.0,36.1,0.9,882.0,1
22.8,70.5,270.7,99.4,1125.0,7.6,0.79,154.0,0
29.4,79.7,194.6,89.2,1168.0,34.8,0.83,2223.0,0
45.9,88.4,279.4,42.7,731.0,4.9,0.83,3201.0,0
17.2,53.7,114.8,59.2,854.0,2.5,0.68,47.0,0
11.4,24.7,44.9,74.3,2429.0,40.6,0.51,1654.0,0
48.4,110.1,181.2,83.3,751.0,27.0,0.88,205.0,1
46.1,108.9,246.5,73.0,377.0,17.1,0.93,701.0,0
65.7,123.0,233.1,87.2,1999.0,12.0,0.12,248.0,0
15.0,37.5,72.6,57.0,2935.0,28.5,0.15,2061.0,0
20.8,41.1,139.7,51.0,1194.0,23.9,0.96,64.0,0
49.7,117.3,180.7,43.2,620.0,44.6,0.35,413.0,0
17.0,39.0,112.8,74.4,1840.0,44.3,0.89,335.0,0
39.6,114.0,279.2,81.3,2747.0,29.3,0.45,237.0,0
21.5,62.8,173.9,59.6,2417.0,21.0,0.21,622.0,0
31.8,64.1,186.3,76.8,1981.0,23.1,0.17,84.0,0
8.7,20.1,46.0,43.1,1151.0,31.3,0.24,757.0,0
26.7,62.0,138.7,46.0,1763.0,6.4,0.32,2365.0,0
56.4,113.4,378.1,82.1,546.0,16.1,0.54,979.0,0
43.3,126.3,464.5,62.1,2133.0,5.2,0.73,1180.0,0
10.8,30.0,59.5,80.3,2258.0,5.2,0.99,267.0,0
76.4,157.9,275.4,89.9,2906.0,10.4,0.5,236.0,0
54.1,125.1,468.4,91.2,1003.0,22.9,0.57,437.0,0
9.1,17.8,42.2,50.3,350.0,35.7,0.57,28.0,0
16.1,43.1,124.1,69.2,1773.0,22.9,0.59,1744.0,0
9.6,18.9,45.4,84.0,2208.0,16.4,0.57,93.0,0
32.5,103.3,187.4,86.4,2434.0,5.5,0.11,1400.0,0
15.5,44.8,133.3,87.1,823.0,25.7,0.1,52.0,0
3.2,7.6,21.4,53.7,1007.0,13.7,0.19,1038.0,0
23.7,61.8,124.1,51.6,1684.0,28.4,0.19,99.0,1
47.1,145.0,381.2,75.4,1193.0,44.0,0.73,23.0,1
27.1,69.8,243.8,84.5,2623.0,6.8,0.28,763.0,0
37.1,75.8,225.5,59.1,1579.0,11.1,0.91,197.0,0
29.1,67.7,118.0,46.3,2459.0,22.3,0.94,752.0,0
42.0,125.3,359.6,83.0,1868.0,43.7,0.98,486.0,1
31.0,83.8,273.0,58.0,2387.0,35.2,0.95,69.0,1
22.7,61.5,214.3,50.0,1198.0,40.6,0.34,1614.0,0
26.9,80.9,248.7,48.9,2545.0,16.3,0.56,361.0,0
67.4,205.6,386.8,58.9,1041.0,44.7,0.26,796.0,0
38.6,119.1,390.0,75.6,1774.0,6.4,0.83,417.0,0
10.7,20.7,66.2,61.5,878.0,4.3,0.9,556.0,0
26.5,68.0,106.1,41.2,1584.0,38.8,0.87,216.0,1
32.0,90.9,229.9,45.8,1159.0,41.9,0.49,134.0,1
22.1,63.2,147.5,57.4,1020.0,5.9,0.78,469.0,0
3.3,8.7,27.5,79.6,2911.0,6.9,0.19,348.0,1
11.8,23.9,48.8,45.9,732.0,3.4,0.14,297.0,0
17.8,52.0,154.7,73.6,2426.0,6.5,0.78,670.0,0
82.3,231.0,873.9,47.2,2957.0,11.0,0.48,704.0,0
35.6,68.5,239.2,52.7,354.0,43.7,1.0,28.0,1
5.4,13.3,50.4,50.3,2187.0,30.7,0.19,248.0,0
23.2,47.5,187.3,44.0,983.0,35.5,0.87,318.0,1
60.5,137.4,209.8,80.3,409.0,35.4,0.53,61.0,0
15.3,28.0,85.5,67.8,1388.0,25.0,0.84,161.0,0
51.0,120.3,304.7,89.9,2825.0,36.3,0.84,32.0,1
5.6,14.4,52.6,45.9,332.0,27.6,0.92,3350.0,0
0.5,1.3,2.8,48.7,1887.0,15.5,0.37,800.0,0
56.2,153.3,606.1,58.4,1654.0,26.1,0.95,55.0,1
17.1,50.7,153.8,86.0,2658.0,24.9,0.24,20.0,0
18.2,38.3,133.3,58.3,527.0,37.4,0.17,762.0,0
28.9,56.8,97.4,64.5,2140.0,44.2,0.49,347.0,0
34.7,104.0,203.6,58.1,2136.0,19.7,0.85,927.0,0
1.1,2.3,7.8,44.8,2107.0,34.8,0.53,1542.0,0
14.3,45.2,70.4,96.4,2844.0,6.3,0.85,549.0,0
26.2,77.9,276.1,72.9,2522.0,35.4,0.76,124.0,0
34.7,86.8,133.2,87.3,413.0,18.0,0.29,914.0,0
10.6,33.7,105.8,79.5,1572.0,3.7,0.95,1872.0,0
21.2,41.1,99.1,70.9,1374.0,17.6,0.15,521.0,0
15.3,34.0,102.9,45.4,1137.0,28.3,0.91,687.0,0
29.6,79.7,258.3,78.6,1519.0,7.1,0.37,247.0,0
54.8,125.6,295.9,49.3,1337.0,41.7,0.55,288.0,0
19.0,59.0,104.4,64.9,1467.0,5.3,0.48,796.0,0
6.7,12.7,21.3,77.7,2944.0,42.0,0.25,1577.0,0
13.6,35.0,104.0,86.9,539.0,32.4,0.42,595.0,0
75.9,199.4,558.6,81.1,2790.0,16.2,0.27,936.0,0
11.8,32.0,107.5,80.3,1597.0,18.8,0.28,113.0,0
8.2,17.7,49.1,48.9,1984.0,33.9,0.27,143.0,0
18.1,41.8,106.9,60.8,2541.0,27.9,0.54,456.0,0
23.2,69.3,172.8,42.6,1273.0,30.9,0.82,117.0,1
16.1,33.3,52.2,83.2,1462.0,18.7,0.61,605.0,0
5.6,16.7,39.1,97.2,1406.0,23.0,0.9,207.0,0
31.8,82.2,323.8,55.8,1312.0,44.6,0.67,941.0,1
29.6,84.9,312.9,45.3,2799.0,11.2,0.72,991.0,0
41.0,114.6,266.4,68.5,2538.0,20.0,0.7,374.0,0
29.1,60.9,180.8,91.4,594.0,14.5,0.5,120.0,0
71.8,186.4,674.4,73.1,592.0,34.9,0.72,624.0,1
43.2,130.3,339.2,42.8,1455.0,34.9,0.16,2959.0,0
37.3,89.7,138.6,98.5,566.0,14.6,0.87,585.0,0
56.2,177.2,298.8,89.7,1972.0,5.5,0.8,22.0,1
27.8,67.7,187.9,47.9,688.0,2.5,0.32,20.0,0
21.6,43.1,169.3,95.3,1710.0,20.4,0.79,232.0,0
31.5,73.9,238.8,67.0,319.0,19.6,0.11,131.0,0
3.1,9.6,16.0,62.3,1155.0,44.5,0.3,1006.0,1
27.9,62.7,123.7,67.7,2128.0,22.2,0.16,1118.0,0
23.2,70.0,240.0,90.1,1607.0,13.0,0.8,180.0,0
34.0,103.3,372.1,79.6,2941.0,40.3,0.78,236.0,1
51.1,117.0,356.2,43.6,2660.0,23.1,0.83,162.0,1
38.1,73.0,227.1,97.5,1269.0,27.8,0.1,1434.0,0
13.7,38.4,60.4,48.9,423.0,6.1,0.55,419.0,0
45.5,101.7,363.3,84.7,2583.0,18.5,0.73,641.0,0
72.5,209.9,728.5,78.2,2760.0,42.6,0.24,322.0,1
52.0,125.8,270.2,51.3,2516.0,27.3,0.68,598.0,1
7.4,18.3,59.9,50.2,645.0,16.8,0.18,293.0,0
37.8,109.2,222.5,92.2,2994.0,28.9,0.26,249.0,1
8.6,20.0,32.1,65.2,998.0,41.1,0.53,604.0,0
19.9,48.2,96.5,79.3,2255.0,13.8,0.69,537.0,0
33.3,77.5,150.9,70.2,2752.0,23.7,0.23,208.0,0
30.2,69.9,163.8,83.6,936.0,43.2,0.27,97.0,0
51.3,130.1,331.3,68.8,2752.0,9.4,0.28,276.0,0
72.7,213.2,590.9,57.2,1136.0,32.9,0.31,322.0,1
35.8,82.5,222.1,61.8,2936.0,28.4,0.3,594.0,0
18.7,47.4,103.1,91.5,1059.0,31.2,0.46,1476.0,0
3.3,8.9,14.0,68.1,2874.0,17.1,0.69,22.0,0
60.2,131.1,394.9,52.8,445.0,15.5,0.49,168.0,0
23.3,51.0,127.0,96.1,2215.0,31.4,0.8,129.0,1
24.3,75.4,169.5,87.8,1737.0,11.3,0.75,419.0,0
25.8,72.6,266.2,43.3,1590.0,20.0,0.21,337.0,1
34.6,90.2,303.8,99.9,903.0,10.1,0.14,783.0,0
35.3,95.6,348.6,81.7,2205.0,2.4,0.89,167.0,0
20.2,37.1,101.6,49.6,815.0,43.7,0.17,542.0,0
23.1,61.6,112.7,54.2,1793.0,20.6,0.23,1292.0,0
15.0,37.8,122.6,81.5,984.0,43.7,0.12,1449.0,0
13.6,35.0,70.5,86.8,2880.0,8.0,0.67,1913.0,0
13.6,31.3,81.5,54.3,377.0,27.3,0.62,890.0,0
22.9,43.9,72.9,55.4,839.0,10.6,0.99,1419.0,0
11.3,23.5,83.7,58.4,954.0,36.0,0.9,160.0,0
0.4,1.2,2.2,75.9,1418.0,35.7,0.47,132.0,0
18.4,43.7,164.2,50.3,928.0,6.8,0.43,20.0,0
7.9,19.3,70.8,46.3,1627.0,41.2,0.37,736.0,0
27.2,50.9,135.5,80.7,2656.0,10.4,0.24,1663.0,0
15.0,27.8,93.4,86.7,2223.0,28.4,0.22,124.0,0
34.9,97.9,298.4,70.1,1866.0,44.4,0.22,608.0,0
8.6,22.1,77.4,61.8,540.0,39.9,0.2,823.0,0
4.1,10.3,26.6,65.9,2174.0,43.1,0.32,1575.0,0
23.2,49.6,171.9,63.3,749.0,16.7,0.38,625.0,0
17.8,50.5,134.2,97.6,2423.0,6.5,0.97,2110.0,0
7.2,14.6,56.3,86.1,975.0,10.1,0.62,254.0,0
43.2,89.3,242.6,52.5,1426.0,23.5,0.99,258.0,1
10.2,24.9,66.1,63.1,1246.0,36.1,0.44,470.0,0
13.1,28.8,99.7,72.6,2619.0,8.5,0.51,290.0,0
49.0,105.3,374.1,76.8,642.0,30.4,0.39,20.0,0
36.4,98.3,283.8,68.1,1827.0,15.9,0.26,790.0,0
9.1,24.8,48.3,88.6,684.0,16.7,0.23,836.0,0
19.1,56.5,150.8,86.1,2203.0,30.5,0.95,825.0,1
8.2,19.7,77.1,70.3,2744.0,22.1,0.99,254.0,0
46.6,88.7,299.9,91.3,1473.0,36.9,0.14,443.0,0
46.6,101.7,358.8,85.1,1618.0,8.7,0.24,268.0,0
79.8,253.1,400.5,86.7,2804.0,36.0,0.48,20.0,1
100.3,264.3,705.7,97.4,1707.0,4.8,0.27,496.0,0
14.8,41.5,129.3,56.0,1617.0,10.3,0.43,79.0,0
41.5,75.1,268.6,56.1,1861.0,30.2,0.22,50.0,0
3.4,8.6,13.9,93.3,2161.0,38.8,0.51,845.0,0
28.8,53.3,193.5,86.3,589.0,12.9,0.34,20.0,1
34.2,88.8,254.8,95.6,2517.0,16.1,0.42,1917.0,0
10.7,33.1,66.0,43.8,1476.0,25.1,0.18,434.0,0
14.0,44.3,101.7,77.7,495.0,11.1,0.49,2445.0,0
46.8,119.7,263.8,48.7,2423.0,36.9,0.98,36.0,1
34.8,85.0,240.2,70.2,1318.0,35.3,0.4,526.0,0
73.2,228.5,372.3,49.3,571.0,8.2,0.89,258.0,0
67.6,185.5,351.7,47.7,2011.0,21.9,0.86,1113.0,0
4.7,8.9,31.3,40.7,2676.0,35.3,0.96,269.0,0
16.2,39.6,72.6,77.8,2697.0,16.5,0.81,181.0,0
9.7,20.7,43.1,61.5,2886.0,29.2,0.69,1169.0,0
42.7,105.0,276.5,46.3,2643.0,4.2,0.87,282.0,0
30.9,75.3,210.4,59.4,306.0,28.2,0.17,20.0,0
10.3,27.0,92.1,50.1,1327.0,8.6,0.52,297.0,0
11.9,27.4,71.8,96.5,2510.0,37.7,0.99,638.0,0
57.8,117.4,408.0,59.2,1289.0,17.3,0.79,176.0,0
17.7,44.5,135.4,60.0,1924.0,14.1,0.97,339.0,0
2.7,8.0,14.3,90.4,1937.0,38.2,0.8,35.0,0
9.5,25.8,48.9,78.9,1286.0,4.2,0.89,532.0,0
83.3,189.4,491.0,82.6,2742.0,19.1,0.74,847.0,1
50.0,155.6,387.7,78.2,1659.0,17.9,0.78,320.0,1
7.7,23.8,79.8,96.8,1555.0,14.2,0.57,327.0,0
28.8,60.2,177.6,52.4,2993.0,41.2,0.93,55.0,1
47.9,88.9,219.6,99.3,1632.0,34.3,0.84,135.0,1
4.6,13.1,25.2,89.9,782.0,4.7,0.86,101.0,0
51.6,152.7,315.7,75.3,1685.0,32.7,0.71,394.0,1
34.6,109.0,320.4,79.7,2498.0,24.7,0.37,452.0,0
13.3,40.6,103.8,78.9,2398.0,40.7,0.13,1785.0,0
38.6,101.9,284.1,43.5,2429.0,15.5,0.94,46.0,1
31.2,79.4,153.0,53.1,2212.0,26.7,0.63,550.0,1
32.8,60.3,190.5,97.7,986.0,23.5,0.37,449.0,0
28.0,60.0,218.0,72.1,2628.0,23.1,0.23,436.0,0
11.5,28.2,60.4,62.7,2712.0,21.6,0.85,1239.0,0
13.6,36.4,99.4,85.7,824.0,10.8,0.85,138.0,0
20.7,53.3,210.0,71.5,652.0,34.5,0.83,25.0,1
25.9,73.6,171.6,40.8,2934.0,21.4,0.68,669.0,0
40.2,88.2,263.4,84.2,2644.0,43.2,0.43,254.0,0
84.6,219.1,378.1,83.9,2712.0,13.2,0.37,20.0,0
29.8,57.2,172.6,49.9,2693.0,31.4,0.11,174.0,0
39.7,94.5,162.9,97.4,1763.0,42.5,0.85,222.0,1
46.2,131.8,513.8,53.4,2045.0,30.5,0.18,576.0,0
41.7,115.6,380.3,67.5,1772.0,39.5,0.67,114.0,1
11.1,35.4,123.0,46.9,438.0,37.6,0.55,320.0,0
61.5,134.6,439.0,76.2,2313.0,17.5,0.57,395.0,0
55.2,137.9,410.0,62.5,1664.0,27.8,0.93,369.0,1
27.7,62.6,164.4,61.2,2049.0,8.7,0.13,2188.0,0
11.8,28.4,103.5,89.6,1657.0,25.0,0.8,28.0,0
25.6,76.8,298.7,40.6,1628.0,11.9,0.15,1809.0,0
5.3,14.7,40.3,87.9,764.0,34.0,0.13,523.0,0
66.9,203.0,777.3,74.3,1053.0,24.7,0.49,953.0,1
14.7,30.7,90.7,99.2,729.0,19.7,0.16,338.0,0
19.8,59.9,170.6,75.4,828.0,13.6,0.81,363.0,0
63.8,120.1,316.6,43.3,2927.0,44.9,0.58,1269.0,0
58.8,178.9,362.0,43.0,713.0,5.1,0.13,1358.0,0
32.1,72.6,109.6,93.0,1027.0,3.9,0.14,164.0,0
73.5,164.8,346.6,90.5,1895.0,11.3,0.65,133.0,1
10.8,27.2,75.4,60.8,1947.0,43.8,0.83,411.0,1
32.1,100.2,245.5,77.1,716.0,44.1,0.49,1383.0,0
10.9,20.3,53.2,69.4,2443.0,30.2,0.6,233.0,0
53.0,121.4,479.8,98.0,2420.0,39.8,0.82,633.0,1
51.7,155.1,368.4,97.0,941.0,11.2,0.65,739.0,0
77.0,181.2,476.7,99.0,1079.0,43.8,0.3,905.0,0
25.0,52.0,95.3,92.0,2833.0,8.1,0.65,498.0,0
91.1,218.1,353.2,94.6,2529.0,6.3,0.67,309.0,1
10.0,23.5,80.8,53.0,2184.0,6.8,0.76,2047.0,0
24.0,73.9,216.2,89.9,522.0,26.6,0.66,567.0,0
10.4,29.8,101.4,82.5,1429.0,35.6,0.97,782.0,1
29.0,72.7,136.3,97.8,1810.0,17.8,0.28,254.0,0
11.3,35.9,105.0,74.3,806.0,44.0,0.96,665.0,1
53.0,130.0,277.5,45.1,1510.0,20.7,0.58,179.0,1
35.4,66.6,137.8,75.8,1923.0,8.5,0.7,169.0,1
9.3,20.1,30.7,81.2,1184.0,22.0,0.19,753.0,0
44.9,108.2,197.6,53.2,2409.0,31.2,0.44,442.0,0
70.2,141.7,322.1,63.6,2569.0,37.8,0.79,690.0,1
37.8,118.3,212.1,75.9,1174.0,21.7,0.74,188.0,0
6.8,19.5,77.3,62.4,2564.0,27.5,0.14,548.0,0
22.2,48.4,109.8,62.5,580.0,13.5,0.59,352.0,1
41.3,108.5,198.2,48.0,2562.0,29.8,0.18,545.0,0
20.6,57.9,115.6,96.4,712.0,44.4,1.0,206.0,1
9.9,30.9,91.9,85.0,524.0,4.1,0.91,754.0,0
57.2,173.5,288.1,40.1,2033.0,40.1,0.12,984.0,0
19.9,50.1,183.3,85.9,1574.0,26.2,0.87,181.0,1
70.2,202.4,790.3,84.4,2751.0,12.8,0.93,215.0,1
16.2,42.0,88.9,40.6,1281.0,43.1,0.42,649.0,0
19.0,48.8,128.1,62.2,1075.0,22.8,0.75,714.0,0
15.2,29.8,46.3,76.4,1652.0,16.3,0.5,731.0,0
21.9,43.3,134.4,67.2,1531.0,9.8,0.69,689.0,0
35.0,88.9,225.2,86.7,1230.0,12.5,0.41,299.0,0
10.4,22.7,49.3,65.5,2173.0,37.8,0.39,301.0,0
8.7,15.8,31.9,49.2,2351.0,28.4,0.48,176.0,0
4.5,12.6,39.6,98.6,2603.0,41.3,0.23,102.0,0
3.9,7.1,18.1,54.5,2927.0,12.0,0.85,708.0,0
6.9,18.1,35.2,83.1,1020.0,7.2,0.41,59.0,0
16.1,41.2,132.9,48.6,2233.0,2.3,0.46,1666.0,0
28.6,90.3,263.0,59.7,1364.0,23.8,0.9,1052.0,0
33.6,83.2,303.5,66.5,2128.0,44.9,0.55,1169.0,1
27.6,52.2,93.6,51.5,1585.0,31.9,0.59,1423.0,0
64.9,167.0,578.7,67.0,2983.0,15.3,0.96,315.0,1
78.9,234.8,747.6,49.4,2268.0,39.7,0.9,1125.0,1
20.0,63.8,114.0,73.5,2872.0,35.6,0.25,103.0,0
10.6,25.4,82.3,79.8,2554.0,2.7,0.53,20.0,0
94.7,213.0,554.6,43.7,2738.0,37.1,0.97,922.0,1
55.9,171.5,662.3,92.3,2499.0,14.9,0.44,47.0,0
53.1,109.8,203.6,51.1,1540.0,8.4,0.43,2681.0,0
15.6,41.5,128.9,53.5,980.0,11.7,0.28,674.0,0
45.7,108.2,265.5,79.7,1300.0,22.1,0.2,840.0,0
27.8,51.6,200.9,68.1,355.0,20.3,0.77,169.0,1
23.6,53.9,125.4,70.0,1715.0,14.4,0.79,672.0,0
23.6,51.2,199.8,47.7,1664.0,9.4,0.97,27.0,0
36.1,99.7,374.3,88.3,1718.0,34.8,0.8,1091.0,1
66.3,207.5,451.6,77.0,2930.0,44.6,0.32,112.0,1
99.8,217.2,761.9,48.1,2761.0,35.4,0.14,717.0,0
18.0,52.7,210.3,62.4,737.0,14.7,0.99,153.0,0
29.0,54.4,116.0,88.6,1296.0,12.5,0.41,43.0,0
23.1,59.1,153.1,74.1,1445.0,11.4,0.38,394.0,0
34.4,65.4,183.1,46.5,1273.0,7.9,0.92,111.0,0
20.9,65.1,145.6,62.4,2456.0,25.7,0.63,784.0,0
14.1,40.4,62.2,54.6,1715.0,28.0,0.29,163.0,0
18.0,48.9,100.3,71.0,1845.0,32.3,0.9,252.0,1
15.8,46.6,102.8,90.6,2603.0,31.2,0.99,503.0,1
22.3,60.2,157.2,66.2,2476.0,14.6,0.18,201.0,0
7.4,23.3,45.0,66.0,657.0,16.2,0.88,285.0,0
16.0,44.9,165.4,94.3,2228.0,31.3,0.45,1014.0,0
34.2,105.8,345.1,74.6,1476.0,17.0,0.57,118.0,0
34.0,85.8,147.0,74.0,1096.0,11.1,0.92,51.0,0
30.2,59.3,185.5,55.7,435.0,18.1,0.98,239.0,0
62.5,158.8,497.7,76.5,1616.0,13.7,0.34,331.0,0
35.2,69.5,270.6,74.6,1260.0,5.8,0.29,469.0,0
61.2,160.9,242.5,63.8,979.0,37.7,0.17,280.0,0
99.9,247.2,524.1,99.4,2176.0,38.7,0.61,936.0,1
46.5,124.2,474.2,92.9,2378.0,11.4,0.11,24.0,0
7.4,13.5,51.6,85.0,961.0,4.8,0.47,339.0,0
31.1,64.5,212.9,72.2,434.0,33.8,0.17,289.0,0
27.8,69.2,236.4,67.7,2592.0,11.1,0.46,626.0,1
70.1,219.5,379.4,51.1,327.0,18.9,0.14,2034.0,0
22.9,53.5,149.0,58.3,2830.0,4.8,0.85,428.0,0
12.4,29.8,61.9,86.4,1995.0,11.7,0.29,2600.0,0
16.8,47.2,92.1,67.2,1169.0,36.1,0.4,216.0,1
7.7,20.4,72.0,92.9,965.0,36.6,0.88,20.0,1
89.6,198.7,365.1,48.9,324.0,10.9,0.77,109.0,1
25.4,60.2,161.0,70.5,936.0,16.4,0.3,302.0,0
8.5,17.9,68.7,78.8,672.0,7.8,0.16,228.0,0
74.3,234.3,460.2,71.0,1953.0,5.2,0.74,61.0,1
82.7,163.9,646.7,93.4,750.0,44.7,0.45,340.0,1
28.6,66.3,264.1,99.4,1727.0,30.2,0.79,248.0,0
7.0,12.9,37.2,47.0,1893.0,25.3,0.5,78.0,0
17.2,36.3,69.9,47.8,1105.0,34.9,0.41,211.0,0
21.0,60.7,139.1,47.8,395.0,38.1,0.51,1305.0,0
26.0,54.2,138.8,80.9,401.0,36.7,0.77,216.0,1
9.6,18.3,41.6,62.4,371.0,2.7,0.91,751.0,0
49.1,121.0,266.5,84.0,2296.0,10.0,0.14,568.0,0
2.4,4.3,16.9,64.3,1159.0,30.2,0.57,334.0,0
54.7,104.9,197.5,77.7,2450.0,18.2,0.13,164.0,0
62.6,183.5,611.6,86.2,1466.0,44.2,0.52,276.0,1
18.6,53.7,80.6,72.9,1523.0,30.6,0.9,538.0,1
23.8,73.3,219.1,72.4,1685.0,43.1,0.43,259.0,0
67.9,203.4,770.8,45.3,2225.0,10.7,0.94,145.0,1
40.2,110.8,246.1,64.6,1038.0,39.2,0.67,74.0,0
19.2,35.9,70.6,72.7,628.0,15.8,0.94,1271.0,0
21.1,61.1,191.1,67.7,1801.0,44.6,0.78,348.0,0
36.3,108.2,355.1,94.0,1183.0,8.8,0.19,589.0,0
84.3,246.1,792.4,94.4,1495.0,24.2,0.31,404.0,1
21.6,54.3,124.8,89.3,2047.0,36.1,0.45,1236.0,0
18.7,39.8,84.7,62.5,1634.0,20.6,0.25,475.0,0
25.9,77.2,300.4,83.0,1975.0,22.1,0.55,393.0,0
26.0,73.3,279.1,63.7,1769.0,44.4,0.52,1551.0,0
31.8,100.9,266.6,54.0,2297.0,20.3,0.96,763.0,0
23.8,48.1,173.9,60.6,2206.0,28.0,0.49,71.0,0
56.9,120.3,316.6,44.3,1742.0,4.3,0.81,117.0,0
11.6,24.3,62.1,59.9,2133.0,38.2,0.95,928.0,0
34.4,100.1,189.4,67.6,2659.0,29.9,0.89,1084.0,0
35.4,72.9,187.2,97.3,1467.0,19.4,0.29,473.0,0
12.5,23.7,67.5,58.8,1414.0,2.7,0.55,485.0,0
34.2,109.2,170.0,94.1,2363.0,27.4,0.41,600.0,0
36.1,66.1,172.7,53.7,1873.0,2.5,0.46,347.0,0
1.1,3.4,11.6,51.5,492.0,2.1,0.42,684.0,0
10.6,24.4,78.2,71.1,2709.0,28.5,0.84,69.0,0
71.7,213.5,659.2,80.4,383.0,10.1,0.51,1951.0,0
15.3,39.5,149.2,42.7,2321.0,10.3,0.57,832.0,0
8.5,25.9,40.0,53.3,2349.0,30.1,0.98,598.0,0
3.7,11.3,32.8,67.3,2873.0,4.3,0.15,228.0,0
9.7,17.5,60.8,59.9,446.0,15.5,0.54,105.0,0
23.1,43.9,125.3,82.8,1912.0,8.4,0.8,316.0,0
7.9,16.9,39.1,70.7,1455.0,26.9,0.24,650.0,0
40.6,111.1,204.5,49.6,1193.0,30.5,0.65,603.0,0
12.3,37.5,139.6,93.7,544.0,33.0,0.32,289.0,0
32.0,78.1,209.2,57.6,1819.0,13.0,0.88,570.0,1
64.9,172.1,635.9,83.9,1593.0,5.8,0.39,1008.0,0
62.3,128.5,380.9,86.8,582.0,5.4,0.4,20.0,0
31.6,92.4,294.3,97.8,1954.0,20.3,0.64,359.0,0
9.1,28.6,100.3,69.9,2292.0,42.7,0.27,853.0,0
24.3,52.9,166.5,77.0,2372.0,11.4,0.36,474.0,0
32.3,80.6,201.1,60.1,2745.0,13.0,0.47,632.0,0
112.0,215.1,598.8,80.7,1406.0,6.3,0.42,436.0,0
3.6,9.3,32.8,67.8,2873.0,28.0,0.57,2888.0,0
24.4,61.0,148.6,66.3,2637.0,31.2,0.64,34.0,0
39.6,79.2,195.7,91.3,1101.0,29.6,0.61,405.0,1
27.5,66.4,115.5,43.0,730.0,39.0,0.69,58.0,0
29.8,67.5,255.7,92.9,1476.0,22.9,0.38,104.0,0
13.0,33.0,56.9,91.1,1385.0,7.8,0.21,290.0,0
48.5,127.1,396.8,70.4,1854.0,14.4,0.78,101.0,1
26.0,47.1,119.4,69.4,1875.0,30.5,0.87,1989.0,0
29.7,85.1,214.0,61.7,2325.0,28.4,0.33,1760.0,0
52.1,145.8,466.4,99.7,1677.0,24.8,0.47,246.0,0
19.7,45.5,75.9,46.7,583.0,31.4,0.55,613.0,0
60.0,112.4,335.5,75.4,2617.0,29.4,0.58,458.0,0
7.6,21.7,74.4,80.9,1136.0,39.9,0.69,1014.0,0
31.0,97.2,347.0,96.1,2923.0,27.2,0.14,592.0,0
12.3,26.3,50.6,86.8,618.0,35.5,0.75,20.0,0
9.5,21.4,80.3,78.6,2887.0,12.7,0.16,864.0,0
83.7,172.1,540.6,47.0,546.0,31.2,0.52,824.0,0
8.0,20.9,77.4,62.4,924.0,40.8,0.84,428.0,0
26.4,53.3,144.5,48.3,426.0,18.6,0.51,1399.0,0
7.4,17.0,48.5,92.9,2204.0,35.5,0.23,1434.0,0
57.5,159.6,606.2,85.0,2596.0,33.2,0.99,445.0,1
18.1,46.7,175.2,85.5,1472.0,4.6,0.9,562.0,0
51.9,121.5,318.5,79.1,2807.0,27.0,0.79,3397.0,0
38.6,92.2,201.6,70.4,1894.0,7.6,0.47,213.0,0
101.4,262.3,651.3,49.0,2001.0,43.6,0.27,235.0,1
5.9,10.7,26.3,59.8,2583.0,36.9,0.95,121.0,0
10.5,20.0,44.4,48.2,1101.0,6.7,0.58,1357.0,0
50.0,151.7,329.5,83.5,1257.0,7.2,0.87,819.0,0
32.1,61.3,223.8,49.6,2746.0,27.6,0.41,67.0,0
